drug_name_raw,query_name,status,cid,smiles,mw,logp,iupac
Phenmetrazine,Phenmetrazine,match,4762,CC1C(OCCN1)C2=CC=CC=C2,177.24,1.4,3-methyl-2-phenylmorpholine
Phenobarbital,Phenobarbital,match,4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,232.23,1.5,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione"
Phenol,Phenol,match,996,C1=CC=C(C=C1)O,94.11,1.5,phenol
Phenprocoumon,Phenprocoumon,match,54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,280.3,3.6,4-hydroxy-3-(1-phenylpropyl)chromen-2-one
Phensuximide,Phensuximide,match,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2,189.21,0.8,"1-methyl-3-phenylpyrrolidine-2,5-dione"
Phentermine,Phentermine,match,4771,CC(C)(CC1=CC=CC=C1)N,149.23,1.9,2-methyl-1-phenylpropan-2-amine
Phenylbutazone,Phenylbutazone,match,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,308.4,3.2,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione"
Phenylephrine,Phenylephrine,match,6041,CNCC(C1=CC(=CC=C1)O)O,167.20,-0.3,3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol
Phenylpropanolamine (Norephedrine),Phenylpropanolamine (Norephedrine),match,26934,CC(C(C1=CC=CC=C1)O)N,151.21,0.8,"(1S,2R)-2-amino-1-phenylpropan-1-ol"
Phenytoin,Phenytoin,match,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,252.27,2.5,"5,5-diphenylimidazolidine-2,4-dione"
Pholcodine,Pholcodine,match,5311356,CN1CCC23C4C1CC5=C2C(=C(C=C5)OCCN6CCOCC6)OC3C(C=C4)O,398.5,0.8,"(4R,4aR,7S,7aR,12bS)-3-methyl-9-(2-morpholin-4-ylethoxy)-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol"
Physostigmine,Physostigmine,match,5983,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,275.35,0.7,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate"
Pimozide,Pimozide,match,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,461.5,6.3,"3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl]-1H-benzimidazol-2-one"
Pinazepam,Pinazepam,match,40391,C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,308.8,3.1,"7-chloro-5-phenyl-1-prop-2-ynyl-3H-1,4-benzodiazepin-2-one"
Pindolol,Pindolol,match,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32,1.8,1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol
Pioglitazone,Pioglitazone,match,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,356.4,3.8,"5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione"
Pipamperone,Pipamperone,match,4830,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,375.5,2,1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ylpiperidine-4-carboxamide
Piperacillin,Piperacillin,match,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,517.6,0.5,"(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
Piperazine,Piperazine,match,4837,C1CNCCN1,86.14,-1.5,piperazine
Pipotiazine,Pipotiazine,match,62867,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,475.7,3.5,"10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]-N,N-dimethylphenothiazine-2-sulfonamide"
Piracetam,Piracetam,match,4843,C1CC(=O)N(C1)CC(=O)N,142.16,-1.3,2-(2-oxopyrrolidin-1-yl)acetamide
Pirenzepine,Pirenzepine,match,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,351.4,0.1,"11-[2-(4-methylpiperazin-1-yl)acetyl]-5H-pyrido[2,3-b][1,4]benzodiazepin-6-one"
Piretanide,Piretanide,match,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,362.4,2.2,4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid
Piritramide,Piritramide,match,9331,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,430.6,3.7,"1-(3-cyano-3,3-diphenylpropyl)-4-piperidin-1-ylpiperidine-4-carboxamide"
Pirmenol,Pirmenol,match,65502,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,338.5,4,"4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol"
Piroxicam,Piroxicam,match,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3,3.1,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-yl-1lambda6,2-benzothiazine-3-carboxamide"
Pitavastatin,Pitavastatin,match,5282452,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,421.5,3.5,"(E,3R,5S)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoic acid"
Pizotifen (Pizotyline),Pizotifen,match,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,295.4,3.8,"1-methyl-4-(6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-2-ylidene)piperidine"
Posaconazole,Posaconazole,match,468595,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,700.8,4.6,"4-[4-[4-[4-[[(3R,5R)-5-(2,4-difluorophenyl)-5-(1,2,4-triazol-1-ylmethyl)oxolan-3-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-2-[(2S,3S)-2-hydroxypentan-3-yl]-1,2,4-triazol-3-one"
Practolol,Practolol,match,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,266.34,0.8,N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide
Prajmalium (Prajmaline),Prajmalium,match,76959818,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O,369.5,2.7,"(1R,9R,10S,12R,13S,14R,15R,16S,17S,18R)-13-ethyl-8-methyl-15-propyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol"
Pramipexole,Pramipexole,match,119570,CCCNC1CCC2=C(C1)SC(=N2)N,211.33,1.9,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine"
Pranlukast,Pranlukast,match,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,481.5,4.2,N-[4-oxo-2-(2H-tetrazol-5-yl)chromen-8-yl]-4-(4-phenylbutoxy)benzamide
Pravastatin,Pravastatin,match,54687,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,424.5,1.6,"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid"
Praziquantel,Praziquantel,match,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.4,2.7,"2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1H-pyrazino[2,1-a]isoquinolin-4-one"
Prazosin,Prazosin,match,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.4,2,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(furan-2-yl)methanone"
Prednisolone,Prednisolone,match,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.4,1.6,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one"
Pregabalin,Pregabalin,match,5486971,CC(C)CC(CC(=O)O)CN,159.23,-1.6,(3S)-3-(aminomethyl)-5-methylhexanoic acid
Prilocaine,Prilocaine,match,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C,220.31,2.1,N-(2-methylphenyl)-2-(propylamino)propanamide
Primaquine,Primaquine,match,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,259.35,2.2,"4-N-(6-methoxyquinolin-8-yl)pentane-1,4-diamine"
Primidone,Primidone,match,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,218.25,0.9,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione"
Probenecid,Probenecid,match,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,285.36,3.2,4-(dipropylsulfamoyl)benzoic acid
Procaine,Procaine,match,4914,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,236.31,1.9,2-(diethylamino)ethyl 4-aminobenzoate
Procainamide,Procainamide,match,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,235.33,0.9,4-amino-N-[2-(diethylamino)ethyl]benzamide
Prochlorperazine,Prochlorperazine,match,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,373.9,4.9,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine
Procyclidine,Procyclidine,match,4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,287.4,4.1,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol
Proguanil,Proguanil,match,6178111,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,253.73,1.5,(1E)-1-[amino-(4-chloroanilino)methylidene]-2-propan-2-ylguanidine
Promazine,Promazine,match,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,284.4,4.5,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine"
Promethazine,Promethazine,match,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,284.4,4.8,"N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine"
Propafenone,Propafenone,match,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,341.4,3.3,1-[2-[2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one
Propallylonal,Propallylonal,match,11020,CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,289.13,1.6,"5-(2-bromoprop-2-enyl)-5-propan-2-yl-1,3-diazinane-2,4,6-trione"
Propantheline,Propantheline,match,4934,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,368.5,4.2,methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium
Propiomazine,Propiomazine,match,4940,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,340.5,4.8,1-[10-[2-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one
Propofol,Propofol,match,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,178.27,3.8,"2,6-di(propan-2-yl)phenol"
Propoxur,Propoxur,match,4944,CC(C)OC1=CC=CC=C1OC(=O)NC,209.24,1.5,(2-propan-2-yloxyphenyl) N-methylcarbamate
Propranolol,Propranolol,match,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,259.34,3,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
Propylene glycol,Propylene glycol,match,1030,CC(CO)O,76.09,-0.9,"propane-1,2-diol"
Propylhexedrine,Propylhexedrine,match,7558,CC(CC1CCCCC1)NC,155.28,3.5,1-cyclohexyl-N-methylpropan-2-amine
Propyphenazone,Propyphenazone,match,3778,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,230.31,1.7,"1,5-dimethyl-2-phenyl-4-propan-2-ylpyrazol-3-one"
Prothipendyl,Prothipendyl,match,14670,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,285.4,3.4,"N,N-dimethyl-3-pyrido[3,2-b][1,4]benzothiazin-10-ylpropan-1-amine"
Protriptyline,Protriptyline,match,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,263.4,4.4,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propan-1-amine"
Pseudoephedrine,Pseudoephedrine,match,7028,CC(C(C1=CC=CC=C1)O)NC,165.23,0.9,"(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol"
Psilocin,Psilocin,match,4980,CN(C)CCC1=CNC2=C1C(=CC=C2)O,204.27,2.1,3-[2-(dimethylamino)ethyl]-1H-indol-4-ol
Pyrazinamide,Pyrazinamide,match,1046,C1=CN=C(C=N1)C(=O)N,123.11,-0.6,pyrazine-2-carboxamide
Pyridostigmine,Pyridostigmine,match,4991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,181.21,0.7,"(1-methylpyridin-1-ium-3-yl) N,N-dimethylcarbamate"
Pyridoxine (Vitamin B ),Pyridoxine,match,1054,CC1=NC=C(C(=C1O)CO)CO,169.18,-0.8,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol"
Pyrilamine,Pyrilamine,match,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,285.4,3.3,"N'-[(4-methoxyphenyl)methyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine"
Pyrimethamine,Pyrimethamine,match,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,248.71,2.7,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine"
Pyrithyldione,Pyrithyldione,match,4994,CCC1(C(=O)C=CNC1=O)CC,167.20,1,"3,3-diethyl-1H-pyridine-2,4-dione"
Quazepam,Quazepam,match,4999,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,386.8,4,"7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-3H-1,4-benzodiazepine-2-thione"
Quetiapine,Quetiapine,match,5002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5,2.1,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol"
Quinapril,Quinapril,match,54892,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,438.5,1.2,"(3S)-2-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,4-dihydro-1H-isoquinoline-3-carboxylic acid"
Quinidine,Quinidine,match,441074,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.4,2.9,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol"
Quinine,Quinine,match,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.4,2.9,"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol"
Rabeprazole,Rabeprazole,match,5029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,359.4,1.9,2-[[4-(3-methoxypropoxy)-3-methyl-2-pyridinyl]methylsulfinyl]-1H-benzimidazole
Raloxifene,Raloxifene,match,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.6,6.1,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone
Raltegravir (RAL),Raltegravir,match,54671008,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,444.4,1.1,"N-[2-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxopyrimidin-2-yl]propan-2-yl]-5-methyl-1,3,4-oxadiazole-2-carboxamide"
Ramipril,Ramipril,match,5362129,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,416.5,1.4,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrole-2-carboxylic acid"
Ranitidine,Ranitidine,match,3001055,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,314.41,0.3,"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine"
Ranolazine,Ranolazine,match,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,427.5,2.7,"N-(2,6-dimethylphenyl)-2-[4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl]acetamide"
Reboxetine,Reboxetine,match,127151,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,313.4,3,(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine
Recainam,Recainam,match,53084,CC1=C(C(=CC=C1)C)NC(=O)NCCCNC(C)C,263.38,2.4,"1-(2,6-dimethylphenyl)-3-[3-(propan-2-ylamino)propyl]urea"
Remacemide,Remacemide,match,60511,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,268.35,2.3,"2-amino-N-(1,2-diphenylpropan-2-yl)acetamide"
Remifentanil,Remifentanil,match,60815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,376.4,1.9,methyl 1-(3-methoxy-3-oxopropyl)-4-(N-propanoylanilino)piperidine-4-carboxylate
Remoxipride,Remoxipride,match,54477,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,371.27,2.1,"3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide"
Repaglinide,Repaglinide,match,65981,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,452.6,5.2,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid
Reserpine,Reserpine,match,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,608.7,4,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate"
Retigabine,Retigabine,match,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,303.33,2.8,ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate
Retinol (Vitamin A),Retinol,match,445354,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,286.5,5.7,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol"
Ricin,Ricin,no_match:404,,,,,
Rifabutin,Rifabutin,match,135415564,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,847.0,5.6,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,32-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-1'-(2-methylpropyl)-6,23-dioxospiro[8,33-dioxa-24,27,29-triazapentacyclo[23.6.1.14,7.05,31.026,30]tritriaconta-1(31),2,4,9,19,21,25(32),26,29-nonaene-28,4'-piperidine]-13-yl] acetate"
Rifampicin (Rifampin),Rifampicin,match,135398735,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,822.9,4.9,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate"
Rifapentine,Rifapentine,match,135403821,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,877.0,6.7,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate"
Rilmenidine,Rilmenidine,match,68712,C1CC1C(C2CC2)NC3=NCCO3,180.25,1.2,"N-(dicyclopropylmethyl)-4,5-dihydro-1,3-oxazol-2-amine"
Riluzole,Riluzole,match,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,234.20,3.6,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine"
Risedronat (Risedronic acid),Risedronat (Risedronic acid); Risedronat,no_match:404,,,,,
Risperidone,Risperidone,match,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,410.5,2.7,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one"
Ritonavir,Ritonavir,match,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,720.9,6,"1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate"
Rivaroxaban,Rivaroxaban,match,9875401,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.9,2.5,"5-chloro-N-[[(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl]methyl]thiophene-2-carboxamide"
Rivastigmine,Rivastigmine,match,77991,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,250.34,2.3,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate
Rizatriptan,Rizatriptan,match,5078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.34,1.7,"N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine"
Rocuronium,Rocuronium,match,441290,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,529.8,5,"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3-hydroxy-10,13-dimethyl-2-morpholin-4-yl-16-(1-prop-2-enylpyrrolidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate"
Roflumilast,Roflumilast,match,449193,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,403.2,4.6,"3-(cyclopropylmethoxy)-N-(3,5-dichloro-4-pyridinyl)-4-(difluoromethoxy)benzamide"
Ropinirole,Ropinirole,match,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.37,2.7,"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one"
Ropivacaine,Ropivacaine,match,175805,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,274.4,2.9,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide"
Rosiglitazone,Rosiglitazone,match,77999,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,357.4,3.1,"5-[[4-[2-[methyl(pyridin-2-yl)amino]ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione"
Rosuvastatin,Rosuvastatin,match,446157,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,481.5,1.6,"(E,3R,5S)-7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid"
Rotigotine,Rotigotine,match,59227,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,315.5,4.9,"(6S)-6-[propyl(2-thiophen-2-ylethyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol"
Roxatidine,Roxatidine,match,91276,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,306.4,1.5,2-hydroxy-N-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]acetamide
